﻿KM,KM+M,lat,lon,H3_Res_8,H3_Res_9,H3_Res_10,H3_Res_11,location_name,marea,mcenter,memo
25,25+700.0,25.032155,121.3524,884ba0a231fffff,894ba0a230bffff,8a4ba0a230affff,8b4ba0a230a9fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
25,25+800.0,25.03263,121.3515,884ba0a231fffff,894ba0a230bffff,8a4ba0a23017fff,8b4ba0a23012fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
25,25+900.0,25.033105,121.3507,884ba0a231fffff,894ba0a231bffff,8a4ba0a2318ffff,8b4ba0a23189fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+000.0,25.033579,121.3498,884ba0a231fffff,894ba0a231bffff,8a4ba0a231affff,8b4ba0a2318cfff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+100.0,25.034053,121.349,884ba0a231fffff,894ba0a231bffff,8a4ba0a231a7fff,8b4ba0a231a3fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+200.0,25.034528,121.3481,884ba0a231fffff,894ba0a23c7ffff,8a4ba0a231a7fff,8b4ba0a231a4fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+300.0,25.035002,121.3473,884ba0a23dfffff,894ba0a23c7ffff,8a4ba0a23c47fff,8b4ba0a23c43fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+400.0,25.035476,121.3464,884ba0a23dfffff,894ba0a23c7ffff,8a4ba0a23c47fff,8b4ba0a23c44fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+500.0,25.035951,121.3456,884ba0a23dfffff,894ba0a23c7ffff,8a4ba0a23d5ffff,8b4ba0a23d5bfff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+600.0,25.036425,121.3448,884ba0a23dfffff,894ba0a23d7ffff,8a4ba0a23d5ffff,8b4ba0a23d5cfff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+700.0,25.0369,121.3439,884ba0a23dfffff,894ba0a23d7ffff,8a4ba0a23d77fff,8b4ba0a23d73fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+800.0,25.037375,121.3431,884ba0a23dfffff,894ba0a23d7ffff,8a4ba0a23d77fff,8b4ba0a23d76fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
26,26+900.0,25.037849,121.3422,884ba0a23dfffff,894ba0a206fffff,8a4ba0a23d2ffff,8b4ba0a206d3fff,15(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+000.0,25.038323,121.3414,884ba0a207fffff,894ba0a206fffff,8a4ba0a206d7fff,8b4ba0a206d6fff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+100.0,25.038798,121.3405,884ba0a207fffff,894ba0a206bffff,8a4ba0a2068ffff,8b4ba0a2068cfff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+200.0,25.039272,121.3397,884ba0a207fffff,894ba0a206bffff,8a4ba0a206affff,8b4ba0a206aefff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+300.0,25.039746,121.3389,884ba0a207fffff,894ba0a206bffff,8a4ba0a206a7fff,8b4ba0a206a4fff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+400.0,25.040221,121.338,884ba0a207fffff,894ba0a207bffff,8a4ba0a2078ffff,8b4ba0a2078efff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+500.0,25.040695,121.3372,884ba0a207fffff,894ba0a207bffff,8a4ba0a20787fff,8b4ba0a20784fff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+600.0,25.041169,121.3363,884ba0a207fffff,894ba0a207bffff,8a4ba0a207a7fff,8b4ba0a207a6fff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+700.0,25.041644,121.3355,884ba0a205fffff,894ba0a2047ffff,8a4ba0a2045ffff,8b4ba0a2045cfff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+800.0,25.042118,121.3346,884ba0a205fffff,894ba0a2047ffff,8a4ba0a20447fff,8b4ba0a20446fff,16(林口隧道)**,行動北區營運處,桃園營運中心,
27,27+900.0,25.042592,121.3338,884ba0a205fffff,894ba0a2047ffff,8a4ba0a20477fff,8b4ba0a20470fff,16(林口隧道)**,行動北區營運處,桃園營運中心,
28,28+000.0,25.043067,121.333,884ba0a205fffff,894ba0a2057ffff,8a4ba0a2055ffff,8b4ba0a2042dfff,16(林口隧道)**,行動北區營運處,桃園營運中心,南口
28,28+100.0,25.043541,121.3321,884ba0a205fffff,894ba0a2057ffff,8a4ba0a20557fff,8b4ba0a20550fff,16(林口隧道)**,行動北區營運處,桃園營運中心,延伸段
28,28+200.0,25.044015,121.3313,884ba0a205fffff,894ba0a2053ffff,8a4ba0a2050ffff,8b4ba0a2050dfff,16(林口隧道)**,行動北區營運處,桃園營運中心,延伸段
28,28+300.0,25.04449,121.3304,884ba0a205fffff,894ba0a2053ffff,8a4ba0a2052ffff,8b4ba0a20528fff,16(林口隧道)**,行動北區營運處,桃園營運中心,延伸段
28,28+400.0,25.044964,121.3296,884ba0a20dfffff,894ba0a2053ffff,8a4ba0a20527fff,8b4ba0a20525fff,16(林口隧道)**,行動北區營運處,桃園營運中心,延伸段
28,28+500.0,25.045439,121.3287,884ba0a20dfffff,894ba0a20cbffff,8a4ba0a20c8ffff,8b4ba0a20c88fff,16(桃園一號隧道)**,行動北區營運處,桃園營運中心,
28,28+600.0,25.045913,121.3279,884ba0a20dfffff,894ba0a20cbffff,8a4ba0a20c87fff,8b4ba0a20c85fff,16(桃園一號隧道)**,行動北區營運處,桃園營運中心,
28,28+700.0,25.046387,121.3271,884ba0a20dfffff,894ba0a20cbffff,8a4ba0a20ca7fff,8b4ba0a20ca0fff,16(桃園一號隧道)**,行動北區營運處,桃園營運中心,
28,28+800.0,25.046862,121.3262,884ba0a20dfffff,894ba0a20dbffff,8a4ba0a20d9ffff,8b4ba0a20d9dfff,16(桃園一號隧道)**,行動北區營運處,桃園營運中心,
28,28+900.0,25.047336,121.3254,884ba0a20dfffff,894ba0a20dbffff,8a4ba0a20d87fff,8b4ba0a20d82fff,16(桃園一號隧道)**,行動北區營運處,桃園營運中心,
29,29+000.0,25.04781,121.3245,884ba0a20dfffff,894ba0a20dbffff,8a4ba0a20db7fff,8b4ba0a20db5fff,17(桃園一號隧道)**,行動北區營運處,桃園營運中心,
29,29+100.0,25.048284,121.3237,884ba0a26bfffff,894ba0a26a7ffff,8a4ba0a26a5ffff,8b4ba0a26a5afff,17(桃園一號隧道)**,行動北區營運處,桃園營運中心,延伸段
29,29+200.0,25.048759,121.3228,884ba0a26bfffff,894ba0a26a7ffff,8a4ba0a26a57fff,8b4ba0a26a50fff,17(桃園一號隧道)**,行動北區營運處,桃園營運中心,延伸段
29,29+300.0,25.049233,121.322,884ba0a26bfffff,894ba0a26a7ffff,8a4ba0a26a77fff,8b4ba0a26a72fff,17(桃園一號隧道)**,行動北區營運處,桃園營運中心,延伸段
29,29+400.0,25.049707,121.3212,884ba0a26bfffff,894ba0a26a3ffff,8a4ba0a26a2ffff,8b4ba0a26a28fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
29,29+500.0,25.050182,121.3203,884ba0a26bfffff,894ba0a26a3ffff,8a4ba0a26b57fff,8b4ba0a26b52fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
29,29+555.0,25.050442,121.3198,884ba0a26bfffff,894ba0a26b7ffff,8a4ba0a26b0ffff,8b4ba0a26b56fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
29,29+600.0,25.050656,121.3195,884ba0a26bfffff,894ba0a26b3ffff,8a4ba0a26b0ffff,8b4ba0a26b08fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
29,29+700.0,25.05113,121.3186,884ba0a26bfffff,894ba0a26b3ffff,8a4ba0a26b2ffff,8b4ba0a26b2afff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
29,29+800.0,25.051602,121.3178,884ba0a26bfffff,894ba0a26b3ffff,8a4ba0a26b27fff,8b4ba0a26b20fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
29,29+900.0,25.052068,121.3169,884ba0a245fffff,894ba0a244bffff,8a4ba0a2449ffff,8b4ba0a24499fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
30,30+000.0,25.052524,121.3161,884ba0a245fffff,894ba0a244bffff,8a4ba0a24487fff,8b4ba0a24483fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
30,30+100.0,25.052968,121.3152,884ba0a245fffff,894ba0a244bffff,8a4ba0a244b7fff,8b4ba0a244b1fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
30,30+105.0,25.05299,121.3152,884ba0a245fffff,894ba0a244bffff,8a4ba0a244b7fff,8b4ba0a244b1fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
30,30+200.0,25.053399,121.3143,884ba0a245fffff,894ba0a245bffff,8a4ba0a2459ffff,8b4ba0a2459bfff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,
30,30+300.0,25.053816,121.3135,884ba0a245fffff,894ba0a245bffff,8a4ba0a24597fff,8b4ba0a24591fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,延伸段
30,30+400.0,25.054219,121.3126,884ba0a245fffff,894ba0a245bffff,8a4ba0a245b7fff,8b4ba0a24594fff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,延伸段
30,30+500.0,25.054607,121.3117,884ba0b193fffff,894ba0b192fffff,8a4ba0b192effff,8b4ba0b192ebfff,17(桃園二號隧道)**,行動北區營運處,桃園營運中心,延伸段
30,30+600.0,25.054981,121.3108,884ba0b193fffff,894ba0b192fffff,8a4ba0b192effff,8b4ba0b192e1fff,17(桃園二乙隧道)**,行動北區營運處,桃園營運中心,延伸段
30,30+700.0,25.055342,121.3099,884ba0b193fffff,894ba0b1923ffff,8a4ba0b192e7fff,8b4ba0b192e4fff,17(桃園二乙隧道)**,行動北區營運處,桃園營運中心,
30,30+800.0,25.055686,121.309,884ba0b193fffff,894ba0b1923ffff,8a4ba0b19207fff,8b4ba0b19203fff,17(桃園二乙隧道)**,行動北區營運處,桃園營運中心,
30,30+900.0,25.056017,121.308,884ba0b193fffff,894ba0b1923ffff,8a4ba0b19207fff,8b4ba0b19204fff,17(桃園二乙隧道)**,行動北區營運處,桃園營運中心,
31,31+000.0,25.056333,121.3071,884ba0b193fffff,894ba0b1923ffff,8a4ba0b19237fff,8b4ba0b19234fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,延伸段
31,31+100.0,25.056635,121.3062,884ba0b193fffff,894ba0b1933ffff,8a4ba0b1931ffff,8b4ba0b1931efff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,北口
31,31+200.0,25.056921,121.3052,884ba0b193fffff,894ba0b1933ffff,8a4ba0b19317fff,8b4ba0b19316fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,
31,31+300.0,25.057192,121.3043,884ba0b191fffff,894ba0b1907ffff,8a4ba0b1904ffff,8b4ba0b19048fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,
31,31+400.0,25.057449,121.3033,884ba0b191fffff,894ba0b1907ffff,8a4ba0b19047fff,8b4ba0b19045fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,
31,31+500.0,25.057689,121.3024,884ba0b191fffff,894ba0b1907ffff,8a4ba0b19067fff,8b4ba0b19062fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,
31,31+600.0,25.057915,121.3014,884ba0b191fffff,894ba0b1917ffff,8a4ba0b1915ffff,8b4ba0b19158fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,
31,31+700.0,25.058125,121.3005,884ba0b191fffff,894ba0b1917ffff,8a4ba0b19157fff,8b4ba0b19151fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,
31,31+800.0,25.05832,121.2995,884ba0b191fffff,894ba0b1917ffff,8a4ba0b1910ffff,8b4ba0b19109fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,南口
31,31+900.0,25.0585,121.2985,884ba0b191fffff,894ba0b1913ffff,8a4ba0b1910ffff,8b4ba0b1910cfff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,延伸段
32,32+000.0,25.058665,121.2975,884ba0b191fffff,894ba0b1913ffff,8a4ba0b19107fff,8b4ba0b19104fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,延伸段
32,32+100.0,25.058814,121.2966,884ba0b191fffff,894ba0b1913ffff,8a4ba0b19137fff,8b4ba0b19135fff,18(桃園三號隧道)**,行動北區營運處,桃園營運中心,延伸段
32,32+200.0,25.058947,121.2956,884ba0b199fffff,894ba0b198bffff,8a4ba0b1989ffff,8b4ba0b1989efff,18,行動北區營運處,桃園營運中心,
32,32+300.0,25.059064,121.2946,884ba0b19dfffff,894ba0b198bffff,8a4ba0b19897fff,8b4ba0b19892fff,18,行動北區營運處,桃園營運中心,
32,32+400.0,25.059166,121.2936,884ba0b19dfffff,894ba0b19d7ffff,8a4ba0b19d4ffff,8b4ba0b19d48fff,18,行動北區營運處,桃園營運中心,
32,32+500.0,25.059252,121.2926,884ba0b19dfffff,894ba0b19d7ffff,8a4ba0b19d47fff,8b4ba0b19d43fff,18,行動北區營運處,桃園營運中心,
32,32+600.0,25.059323,121.2916,884ba0b19dfffff,894ba0b19d7ffff,8a4ba0b19d77fff,8b4ba0b19d73fff,18,行動北區營運處,桃園營運中心,
32,32+700.0,25.059378,121.2907,884ba0b19dfffff,894ba0b19d3ffff,8a4ba0b19d77fff,8b4ba0b19d76fff,18,行動北區營運處,桃園營運中心,
32,32+800.0,25.059417,121.2897,884ba0b19dfffff,894ba0b19d3ffff,8a4ba0b19d2ffff,8b4ba0b19d2efff,18,行動北區營運處,桃園營運中心,
32,32+900.0,25.059441,121.2887,884ba0b19dfffff,894ba0b19d3ffff,8a4ba0b19d27fff,8b4ba0b19d20fff,18,行動北區營運處,桃園營運中心,
33,33+000.0,25.059448,121.2877,884ba0b1d7fffff,894ba0b1d6bffff,8a4ba0b1d69ffff,8b4ba0b1d69bfff,19,行動北區營運處,桃園營運中心,
33,33+100.0,25.05944,121.2867,884ba0b1d7fffff,894ba0b1d6bffff,8a4ba0b1d697fff,8b4ba0b1d693fff,19,行動北區營運處,桃園營運中心,
33,33+200.0,25.059416,121.2857,884ba0b18bfffff,894ba0b1d6bffff,8a4ba0b1d697fff,8b4ba0b1d696fff,19,行動北區營運處,桃園營運中心,
33,33+300.0,25.059376,121.2847,884ba0b18bfffff,894ba0b18b7ffff,8a4ba0b18b4ffff,8b4ba0b18b4efff,19,行動北區營運處,桃園營運中心,
33,33+400.0,25.059321,121.2837,884ba0b18bfffff,894ba0b18b7ffff,8a4ba0b18b47fff,8b4ba0b18b42fff,19,行動北區營運處,桃園營運中心,
33,33+500.0,25.05925,121.2827,884ba0b18bfffff,894ba0b18b7ffff,8a4ba0b18b77fff,8b4ba0b18b54fff,19,行動北區營運處,桃園營運中心,
33,33+600.0,25.059162,121.2817,884ba0b18bfffff,894ba0b18b3ffff,8a4ba0b18b0ffff,8b4ba0b18b0cfff,19,行動北區營運處,桃園營運中心,
33,33+700.0,25.05906,121.2808,884ba0b18bfffff,894ba0b18b3ffff,8a4ba0b18b07fff,8b4ba0b18b05fff,19,行動北區營運處,桃園營運中心,
33,33+800.0,25.058942,121.2798,884ba0b18bfffff,894ba0b18b3ffff,8a4ba0b18b37fff,8b4ba0b18b31fff,19,行動北區營運處,桃園營運中心,
33,33+900.0,25.058808,121.2788,884ba0b18bfffff,894ba0b1887ffff,8a4ba0b18b37fff,8b4ba0b18b36fff,19,行動北區營運處,桃園營運中心,
34,34+000.0,25.058659,121.2778,884ba0b189fffff,894ba0b1887ffff,8a4ba0b1886ffff,8b4ba0b1886afff,19,行動北區營運處,桃園營運中心,
34,34+100.0,25.058493,121.2768,884ba0b189fffff,894ba0b1887ffff,8a4ba0b18867fff,8b4ba0b18862fff,19,行動北區營運處,桃園營運中心,
34,34+200.0,25.058314,121.2759,884ba0b189fffff,894ba0b1887ffff,8a4ba0b18877fff,8b4ba0b18874fff,19,行動北區營運處,桃園營運中心,
34,34+300.0,25.058118,121.2749,884ba0b189fffff,894ba0b1883ffff,8a4ba0b1882ffff,8b4ba0b18828fff,19,行動北區營運處,桃園營運中心,
34,34+400.0,25.057907,121.2739,884ba0b189fffff,894ba0b1883ffff,8a4ba0b18827fff,8b4ba0b18823fff,19,行動北區營運處,桃園營運中心,
34,34+500.0,25.05768,121.273,884ba0b189fffff,894ba0b1883ffff,8a4ba0b18837fff,8b4ba0b18835fff,19,行動北區營運處,桃園營運中心,
34,34+600.0,25.057439,121.272,884ba0b189fffff,894ba0b189bffff,8a4ba0b189affff,8b4ba0b189a9fff,19,行動北區營運處,桃園營運中心,
34,34+700.0,25.057181,121.2711,884ba0b189fffff,894ba0b189bffff,8a4ba0b189a7fff,8b4ba0b189aefff,19,行動北區營運處,桃園營運中心,
34,34+800.0,25.05691,121.2701,884ba0b189fffff,894ba0b189bffff,8a4ba0b189a7fff,8b4ba0b189a2fff,19,行動北區營運處,桃園營運中心,
34,34+900.0,25.056623,121.2692,884ba0b1c7fffff,894ba0b1c6fffff,8a4ba0b189b7fff,8b4ba0b1c6e9fff,19,行動北區營運處,桃園營運中心,
35,35+000.0,25.056321,121.2683,884ba0b1c7fffff,894ba0b1c6fffff,8a4ba0b1c6effff,8b4ba0b1c6eefff,20,行動北區營運處,桃園營運中心,
35,35+100.0,25.056005,121.2673,884ba0b1c7fffff,894ba0b1c6fffff,8a4ba0b1c6e7fff,8b4ba0b1c6e2fff,20,行動北區營運處,桃園營運中心,
35,35+200.0,25.055673,121.2664,884ba0b1c7fffff,894ba0b1c6fffff,8a4ba0b1c6f7fff,8b4ba0b1c6f0fff,20,行動北區營運處,桃園營運中心,
35,35+300.0,25.055327,121.2655,884ba0b1c7fffff,894ba0b1c6bffff,8a4ba0b1c6affff,8b4ba0b1c6abfff,20,行動北區營運處,桃園營運中心,
35,35+400.0,25.054967,121.2646,884ba0b1c7fffff,894ba0b1c6bffff,8a4ba0b1c687fff,8b4ba0b1c685fff,20,行動北區營運處,桃園營運中心,
35,35+500.0,25.054592,121.2637,884ba0b1c7fffff,894ba0b1c6bffff,8a4ba0b1c6b7fff,8b4ba0b1c6b3fff,20,行動北區營運處,桃園營運中心,
35,35+600.0,25.054204,121.2628,884ba0b1ebfffff,894ba0b1eb7ffff,8a4ba0b1eb4ffff,8b4ba0b1eb4dfff,20,行動北區營運處,桃園營運中心,
35,35+700.0,25.0538,121.2619,884ba0b1ebfffff,894ba0b1eb7ffff,8a4ba0b1eb47fff,8b4ba0b1eb41fff,20,行動北區營運處,桃園營運中心,
35,35+800.0,25.053382,121.261,884ba0b1ebfffff,894ba0b1eb7ffff,8a4ba0b1eb47fff,8b4ba0b1eb42fff,20,行動北區營運處,桃園營運中心,
35,35+900.0,25.052951,121.2602,884ba0b1ebfffff,894ba0b1eb7ffff,8a4ba0b1eb57fff,8b4ba0b1eb56fff,20,行動北區營運處,桃園營運中心,
36,36+000.0,25.052507,121.2593,884ba0b1ebfffff,894ba0b1eb3ffff,8a4ba0b1eb0ffff,8b4ba0b1eb0afff,20,行動北區營運處,桃園營運中心,
36,36+100.0,25.052048,121.2584,884ba0b1ebfffff,894ba0b1eb3ffff,8a4ba0b1eb1ffff,8b4ba0b1eb18fff,20,行動北區營運處,桃園營運中心,
36,36+200.0,25.051575,121.2576,884ba0b1ebfffff,894ba0b1eb3ffff,8a4ba0b1ebaffff,8b4ba0b1eb13fff,20,行動北區營運處,桃園營運中心,
36,36+300.0,25.05109,121.2568,884ba0b1ebfffff,894ba0b1ebbffff,8a4ba0b1eba7fff,8b4ba0b1eba0fff,20,行動北區營運處,桃園營運中心,
36,36+400.0,25.050592,121.2559,884ba0b1ebfffff,894ba0b1ebbffff,8a4ba0b1ebb7fff,8b4ba0b1ebb5fff,20,行動北區營運處,桃園營運中心,
36,36+500.0,25.05008,121.2551,884ba0b1e9fffff,894ba0b1e8fffff,8a4ba0b1e8effff,8b4ba0b1ebb6fff,20,行動北區營運處,桃園營運中心,
36,36+600.0,25.049555,121.2543,884ba0b1e9fffff,894ba0b1e8fffff,8a4ba0b1e8c7fff,8b4ba0b1e8c1fff,20,行動北區營運處,桃園營運中心,
36,36+700.0,25.049018,121.2535,884ba0b1e9fffff,894ba0b1e8fffff,8a4ba0b1e8c7fff,8b4ba0b1e8c2fff,20,行動北區營運處,桃園營運中心,
36,36+800.0,25.048468,121.2527,884ba0b1e9fffff,894ba0b1e8fffff,8a4ba0b1e8d7fff,8b4ba0b1e8d4fff,20,行動北區營運處,桃園營運中心,
36,36+900.0,25.047905,121.2519,884ba0b1e9fffff,894ba0b1e8bffff,8a4ba0b1e88ffff,8b4ba0b1e124fff,20,行動北區營運處,桃園營運中心,
37,37+000.0,25.047331,121.2512,884ba0b1e9fffff,894ba0b1e8bffff,8a4ba0b1e89ffff,8b4ba0b1e89bfff,21,行動北區營運處,桃園營運中心,
37,37+100.0,25.046744,121.2504,884ba0b1edfffff,894ba0b1ec7ffff,8a4ba0b1ec6ffff,8b4ba0b1ec6dfff,21,行動北區營運處,桃園營運中心,
37,37+200.0,25.046145,121.2497,884ba0b1edfffff,894ba0b1ec7ffff,8a4ba0b1ec47fff,8b4ba0b1ec45fff,21,行動北區營運處,桃園營運中心,
37,37+231.5,25.045955,121.2495,884ba0b1edfffff,894ba0b1ec7ffff,8a4ba0b1ec47fff,8b4ba0b1ec45fff,21,行動北區營運處,桃園營運中心,
37,37+300.0,25.045535,121.249,884ba0b1edfffff,894ba0b1ec7ffff,8a4ba0b1ec47fff,8b4ba0b1ec46fff,21,行動北區營運處,桃園營運中心,
37,37+400.0,25.044914,121.2482,884ba0b1edfffff,894ba0b1ec7ffff,8a4ba0b1ec57fff,8b4ba0b1ec54fff,21,行動北區營運處,桃園營運中心,
37,37+500.0,25.044283,121.2475,884ba0b1edfffff,894ba0b1ec3ffff,8a4ba0b1ec0ffff,8b4ba0b1ec0afff,21,行動北區營運處,桃園營運中心,
37,37+600.0,25.043648,121.2468,884ba0b1edfffff,894ba0b1ec3ffff,8a4ba0b1ec1ffff,8b4ba0b1ec18fff,21,行動北區營運處,桃園營運中心,
37,37+700.0,25.043009,121.2461,884ba0b1edfffff,894ba0b1ecbffff,8a4ba0b1ecaffff,8b4ba0b1eca8fff,21,行動北區營運處,桃園營運中心,
37,37+781.5,25.042488,121.2456,884ba0b1edfffff,894ba0b1ecbffff,8a4ba0b1ecaffff,8b4ba0b1ecaafff,21,行動北區營運處,桃園營運中心,
37,37+800.0,25.042369,121.2454,884ba0b1edfffff,894ba0b1ecbffff,8a4ba0b1ec87fff,8b4ba0b1ec85fff,21,行動北區營運處,桃園營運中心,
37,37+900.0,25.04173,121.2447,884ba0b1edfffff,894ba0b1ecbffff,8a4ba0b1ec87fff,8b4ba0b1ec86fff,21,行動北區營運處,桃園營運中心,
38,38+000.0,25.04109,121.244,884ba0b133fffff,894ba0b1ecbffff,8a4ba0b1ec97fff,8b4ba0b1ec96fff,21,行動北區營運處,桃園營運中心,
38,38+100.0,25.040451,121.2433,884ba0b133fffff,894ba0b1337ffff,8a4ba0b13267fff,8b4ba0b13264fff,21,行動北區營運處,桃園營運中心,
38,38+200.0,25.039812,121.2426,884ba0b133fffff,894ba0b1337ffff,8a4ba0b1335ffff,8b4ba0b1335bfff,21,行動北區營運處,桃園營運中心,
38,38+300.0,25.039172,121.2419,884ba0b133fffff,894ba0b1323ffff,8a4ba0b1322ffff,8b4ba0b13229fff,21,行動北區營運處,桃園營運中心,
38,38+400.0,25.038533,121.2412,884ba0b133fffff,894ba0b1323ffff,8a4ba0b13207fff,8b4ba0b13201fff,21,行動北區營運處,桃園營運中心,
38,38+500.0,25.037893,121.2405,884ba0b133fffff,894ba0b1323ffff,8a4ba0b13207fff,8b4ba0b13202fff,21,行動北區營運處,桃園營運中心,
38,38+600.0,25.037254,121.2398,884ba0b133fffff,894ba0b1323ffff,8a4ba0b13217fff,8b4ba0b13216fff,21,行動北區營運處,桃園營運中心,
38,38+700.0,25.036614,121.2391,884ba0b133fffff,894ba0b132bffff,8a4ba0b132a7fff,8b4ba0b132a4fff,21,行動北區營運處,桃園營運中心,
38,38+800.0,25.035974,121.2384,884ba0b133fffff,894ba0b132bffff,8a4ba0b132b7fff,8b4ba0b1339bfff,21,行動北區營運處,桃園營運中心,
38,38+900.0,25.035335,121.2377,884ba0b133fffff,894ba0b1377ffff,8a4ba0b1376ffff,8b4ba0b1376bfff,21,行動北區營運處,桃園營運中心,
39,39+000.0,25.034695,121.237,884ba0b137fffff,894ba0b1377ffff,8a4ba0b13747fff,8b4ba0b13741fff,22,行動北區營運處,桃園營運中心,
39,39+071.7,25.034237,121.2365,884ba0b137fffff,894ba0b1377ffff,8a4ba0b13747fff,8b4ba0b13742fff,22,行動北區營運處,桃園營運中心,
39,39+100.0,25.034056,121.2363,884ba0b137fffff,894ba0b1377ffff,8a4ba0b13747fff,8b4ba0b13742fff,22,行動北區營運處,桃園營運中心,
39,39+186.7,25.033501,121.2357,884ba0b137fffff,894ba0b1377ffff,8a4ba0b13757fff,8b4ba0b13750fff,22,行動北區營運處,桃園營運中心,
39,39+200.0,25.033416,121.2356,884ba0b137fffff,894ba0b1377ffff,8a4ba0b13757fff,8b4ba0b13752fff,22,行動北區營運處,桃園營運中心,
39,39+300.0,25.032773,121.2349,884ba0b137fffff,894ba0b1363ffff,8a4ba0b13627fff,8b4ba0b13620fff,22,行動北區營運處,桃園營運中心,
39,39+400.0,25.032128,121.2342,884ba0b137fffff,894ba0b1363ffff,8a4ba0b13637fff,8b4ba0b13635fff,22,行動北區營運處,桃園營運中心,
39,39+500.0,25.03148,121.2336,884ba0b137fffff,894ba0b137bffff,8a4ba0b137affff,8b4ba0b137abfff,22,行動北區營運處,桃園營運中心,
39,39+600.0,25.03083,121.2329,884ba0b137fffff,894ba0b137bffff,8a4ba0b13787fff,8b4ba0b1378efff,22,行動北區營運處,桃園營運中心,
